P_value,Ensembl_id,FDR(Bonferroni),Protein_name,Relationship,UniProt_id,FDR(BH),Gene_id,Gene_symbol,Gene_name,Chromosome
0.049839,ENSG00000011083,1.0,,By_ingredient,,0.090719,SMTT10598,SLC6A7,solute carrier family 6 member 7,
0.025237,ENSG00000197157,1.0,,By_ingredient,,0.067052,SMTT10674,SND1,staphylococcal nuclease and tudor domain containing 1,
0.041708,ENSG00000100028,1.0,,By_ingredient,,0.083195,SMTT10688,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide,
0.025237,ENSG00000143376,1.0,,By_ingredient,,0.067052,SMTT10704,SNX27,sorting nexin family member 27,
0.008484,ENSG00000285427,1.0,,By_ingredient,,0.044522,SMTT10719,SOD2-OT1,SOD2 overlapping transcript 1,
0.008484,ENSG00000077327,1.0,,By_ingredient,,0.044522,SMTT10746,SPAG6,sperm associated antigen 6,
0.016896,ENSG00000145545,1.0,,By_ingredient,,0.057825,SMTT10797,SRD5A1,steroid 5 alpha-reductase 1,
0.033507,ENSG00000182934,1.0,,By_ingredient,,0.075179,SMTT10811,SRPRA,SRP receptor alpha subunit,
0.025237,ENSG00000084112,1.0,,By_ingredient,,0.067052,SMTT10829,SSH1,slingshot protein phosphatase 1,
0.025237,ENSG00000141298,1.0,,By_ingredient,,0.067052,SMTT10830,SSH2,slingshot protein phosphatase 2,
0.025237,ENSG00000172830,1.0,,By_ingredient,,0.067052,SMTT10831,SSH3,slingshot protein phosphatase 3,
0.008484,ENSG00000124214,1.0,,By_ingredient,,0.044522,SMTT10875,STAU1,staufen double-stranded RNA binding protein 1,
0.033507,ENSG00000198252,1.0,,By_ingredient,,0.075179,SMTT10919,STYX,serine/threonine/tyrosine interacting protein,
0.049839,ENSG00000127952,1.0,,By_ingredient,,0.090719,SMTT10920,STYXL1,serine/threonine/tyrosine interacting like 1,
0.049839,ENSG00000165124,1.0,,By_ingredient,,0.090719,SMTT10954,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",
0.049839,ENSG00000067715,1.0,,By_ingredient,,0.090719,SMTT10972,SYT1,synaptotagmin 1,
0.016896,ENSG00000147687,1.0,,By_ingredient,,0.057825,SMTT11054,TATDN1,TatD DNase domain containing 1,
0.025237,ENSG00000157014,1.0,,By_ingredient,,0.067052,SMTT11055,TATDN2,TatD DNase domain containing 2,
0.016896,ENSG00000203705,1.0,,By_ingredient,,0.057825,SMTT11056,TATDN3,TatD DNase domain containing 3,
0.025237,ENSG00000109436,1.0,,By_ingredient,,0.067052,SMTT11065,TBC1D9,TBC1 domain family member 9,
0.025237,ENSG00000172465,1.0,,By_ingredient,,0.067052,SMTT11077,TCEAL1,transcription elongation factor A like 1,
0.049839,ENSG00000112561,1.0,,By_ingredient,,0.090719,SMTT11133,TFEB,transcription factor EB,
0.016896,ENSG00000259431,1.0,,By_ingredient,,0.057825,SMTT11160,THTPA,thiamine triphosphatase,
0.041708,ENSG00000102524,1.0,,By_ingredient,,0.083195,SMTT11326,TNFSF13B,TNF superfamily member 13b,
0.033507,ENSG00000136205,1.0,,By_ingredient,,0.075179,SMTT11342,TNS3,tensin 3,
0.025237,ENSG00000107614,1.0,,By_ingredient,,0.067052,SMTT11415,TRDMT1,tRNA aspartic acid methyltransferase 1,
0.033507,ENSG00000250305,1.0,,By_ingredient,,0.075179,SMTT11479,TRMT9B,tRNA methyltransferase 9B (putative),
0.049839,ENSG00000153066,1.0,,By_ingredient,,0.090719,SMTT11577,TXNDC11,thioredoxin domain containing 11,
0.049839,ENSG00000168454,1.0,,By_ingredient,,0.090719,SMTT11581,TXNDC2,thioredoxin domain containing 2,
0.049839,ENSG00000239264,1.0,,By_ingredient,,0.090719,SMTT11582,TXNDC5,thioredoxin domain containing 5,
0.049839,ENSG00000204193,1.0,,By_ingredient,,0.090719,SMTT11583,TXNDC8,thioredoxin domain containing 8,
0.033507,ENSG00000126261,1.0,,By_ingredient,,0.075179,SMTT11597,UBA2,ubiquitin like modifier activating enzyme 2,
0.025237,ENSG00000144744,1.0,,By_ingredient,,0.067052,SMTT11598,UBA3,ubiquitin like modifier activating enzyme 3,
0.025237,ENSG00000081307,1.0,,By_ingredient,,0.067052,SMTT11599,UBA5,ubiquitin like modifier activating enzyme 5,
0.016896,ENSG00000033178,1.0,,By_ingredient,,0.057825,SMTT11601,UBA6,ubiquitin like modifier activating enzyme 6,
0.033507,ENSG00000182179,1.0,,By_ingredient,,0.075179,SMTT11602,UBA7,ubiquitin like modifier activating enzyme 7,
0.033507,ENSG00000143179,1.0,,By_ingredient,,0.075179,SMTT11662,UCK2,uridine-cytidine kinase 2,
0.025237,ENSG00000151116,1.0,,By_ingredient,,0.067052,SMTT11665,UEVLD,UEV and lactate/malate dehyrogenase domains,
0.008484,ENSG00000103194,1.0,,By_ingredient,,0.044522,SMTT11725,USP10,ubiquitin specific peptidase 10,
0.016896,ENSG00000135655,1.0,,By_ingredient,,0.057825,SMTT11727,USP15,ubiquitin specific peptidase 15,
0.041708,ENSG00000220205,1.0,,By_ingredient,,0.083195,SMTT11763,VAMP2,vesicle associated membrane protein 2,
0.016896,ENSG00000168899,1.0,,By_ingredient,,0.057825,SMTT11766,VAMP5,vesicle associated membrane protein 5,
0.033507,,1.0,,By_ingredient,,0.075179,SMTT11769,VARS1,,
0.008484,ENSG00000141968,1.0,,By_ingredient,,0.044522,SMTT11773,VAV1,vav guanine nucleotide exchange factor 1,
0.033507,ENSG00000106018,1.0,,By_ingredient,,0.075179,SMTT11787,VIPR2,vasoactive intestinal peptide receptor 2,
0.033507,ENSG00000108039,1.0,,By_ingredient,,0.075179,SMTT11885,XPNPEP1,X-prolyl aminopeptidase 1,
0.025237,ENSG00000122121,1.0,,By_ingredient,,0.067052,SMTT11886,XPNPEP2,X-prolyl aminopeptidase 2,
0.003083,,1.0,,By_ingredient,,0.029848,SMTT11902,YARS1,,
0.008484,ENSG00000128245,1.0,,By_ingredient,,0.044522,SMTT11919,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,
0.025237,ENSG00000165861,1.0,,By_ingredient,,0.067052,SMTT12015,ZFYVE1,zinc finger FYVE-type containing 1,
0.025237,ENSG00000166140,1.0,,By_ingredient,,0.067052,SMTT12017,ZFYVE19,zinc finger FYVE-type containing 19,
0.016896,ENSG00000188372,1.0,,By_ingredient,,0.057825,SMTT12485,ZP3,zona pellucida glycoprotein 3,
